smiles,pIC50
C[C@]12CCC(=O)c3coc(c31)C(=O)C1=C2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12,5.920818754
Cc1nc2sc3c(c2c(=O)o1)CCCC3,5.920818754
COc1cc(OCc2ccccn2)ccc1/C=C/c1cc(/C=C/c2ccc3cc[nH]c3c2)[nH]n1,5.920818754
COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1,5.91721463
COc1cc2nc3c(c(N4CCOCC4)c2cc1OC)CCCC3,5.911155437
CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,5.896196279
Oc1ccc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc1O,5.886056648
O=C(O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,5.886056648
CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC,5.886056648
Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],5.886056648
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(O)ccc2OC)ccc1O,5.886056648
CC(=O)Nc1ccc2nc3c(c(N4CCCCC4)c2c1)CCCC3,5.885055584
CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,5.879426069
CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1,5.872895202
CCN(C)C(=O)Oc1cccc(CNCCNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1,5.860120914
CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,5.860120914
COc1cc(/C=C/c2cc(C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,5.853871964
CCNc1nc(NCCc2ccccc2)c2ccccc2n1,5.853871964
CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,5.829738285
CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,5.826813732
CCN(CC)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,5.823908741
N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(N)=O,5.823908741
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(F)ccc2[nH]1,5.806875402
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2c(O)cccc2OC)ccc1O,5.795880017
COc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(OC)c(O)c3)c2)cc1O,5.795880017
O=C(/C=C/c1ccc(O)c(O)c1)N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.795880017
CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(Oc3no[n+]([O-])c3-c3ccccc3)cc21.[I-],5.795880017
Oc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(O)cc3)c2)cc1,5.795880017
O=C(Cc1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,5.790484985
CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,5.774690718
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(Cl)ccc2[nH]1,5.772113295
Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,5.769551079
CCCNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1,5.769551079
COc1cc(/C=C/c2ccc(O)c(OC)c2)nc(/C=C/c2ccc(O)c(OC)c2)c1,5.769551079
CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,5.769551079
COc1ccc(O)c(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c1,5.744727495
COc1cc(/C=C/C(=O)N2CC(C(=O)NCCOc3ccccc3)C2)ccc1OCc1ccccc1,5.744727495
COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,5.744727495
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(F)cc1,5.744727495
Nc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,5.721246399
COc1cc(/C=C/c2cc(N(C)C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,5.721246399
CC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1,5.721246399
Nc1nc(NCc2ccc(C(F)(F)F)cc2)c2ccccc2n1,5.721246399
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(O)c2OC)ccc1O,5.721246399
CN1CCN(C(=O)OCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,5.721246399
O=C(Cc1ccccc1)NC(CSSCC(NC(=O)Cc1ccccc1)C(=O)O)C(=O)O,5.709965389
O=C(CCN1CCN(c2ccccc2)CC1)Nc1n[nH]c2ncccc12,5.703554206
CN(C)c1ccc(/C=C/c2cc3cc(F)ccc3o2)cc1,5.70333481
CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,5.698970004
CCN(CC)CCCCC(C)Nc1c2ccccc2nc2c(C(=O)NCCCO/N=C/C(=O)NCCCC[C@@H]3NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)[C@@H]4CCCN4C3=O)cccc12,5.698970004
CNc1nc(NCCc2ccccc2)c2ccccc2n1,5.698970004
O=C(CCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,5.688246139
CCn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCC2)cc1,5.684029655
COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1O,5.677780705
COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(O)c3)ncn2)cc1O,5.677780705
CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,5.677780705
O=C(CCN1CCOCC1)Nc1n[nH]c2ncccc12,5.67243674
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2ccccc2[nH]1,5.665546249
CNc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1.Cl,5.665546249
CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1,5.659555885
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,5.657577319
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccccc2)ccc1O,5.657577319
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(C)CC3)cc2)c(O)c1,5.657577319
O=c1cc(/C=C/c2ccc(OCCCN3CCCC3)cc2)occ1O,5.649751982
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2ccccc2s1,5.638272164
Nc1c(S(=O)(=O)c2ccc(Cl)cc2)cnc2cc(-c3ccccc3)nn12,5.638272164
COc1ccc(CNc2nc(NC3CCN(Cc4ccccc4)CC3)nc3ccccc23)cc1OC,5.638272164
CN(C)c1ccc(/C=C/c2cc3ccccc3o2)cc1,5.638272164
CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1,5.638272164
CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)n2)ccc1O,5.638272164
COc1ccccc1CN(C)CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2OC)cc1O,5.63638802
CN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,5.625251654
CCN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,5.617982957
O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,5.615288257
COc1cc(OCC2CCCO2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,5.602059991
Clc1ccc2c(Nc3cc(CN4CCOCC4)cc(NCCN4CCCCC4)c3)ccnc2c1,5.602059991
Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCCC2)cc1,5.590066877
[N-]=[N+]=Nc1nc(NCc2ccccc2)c2ccccc2n1,5.585026652
CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1cccs1,5.568636236
Nc1nc(NCc2cccc(Br)c2)nc2ccccc12,5.568636236
Oc1ccc(-c2ccccc2-c2ccc(O)c(O)c2)cc1O,5.568636236
COc1ccc(CCNc2nc(N)nc3ccccc23)cc1OC,5.568636236
CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O,5.568636236
O=C1/C(=C/c2ccc(O)c(O)c2)Oc2c1ccc(O)c2O,5.568636236
CNc1ccc(C(=O)NC(CCCCCNC(=O)OCc2ccccc2)C(=O)O)cc1,5.560667306
CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,5.552841969
Nc1nc(NCc2cccc(F)c2)c2ccccc2n1,5.552841969
CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1,5.552841969
C#CCN(C)CCCn1ccc(=O)c(O)c1C,5.54515514
C[C@]1(c2nc(NC(=O)c3ncc(OCCCl)nc3N)ccc2F)N=C(N)OCC1(F)F,5.537602002
CCNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,5.537602002
COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)cc(OC)c1O,5.537602002
Cl.Nc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,5.530177984
Cc1ccc2nc3c(c(NCCO)c2c1)CCCC3,5.529589509
O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OCc4ccccc4)cc23)cc1,5.522878745
O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.522878745
COC(=O)[C@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,5.522878745
CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,5.515700161
CCn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCCC2)cc1,5.515700161
O=C(/C=C/c1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,5.510041521
COc1ccc(CNc2nc(NC(C)=O)nc3ccccc23)cc1OC,5.508638306
O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,5.508638306
Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,5.508638306
COc1cc(/C=C/C(=O)N2CC(C(=O)NCc3ccccc3)C2)ccc1OCc1ccccc1,5.504455662
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,5.501689446
CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccc(N(C)C)cc2)cc1O)Cc1ccc(N(C)C)cc1,5.500312917
CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,5.498940738
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCOCC3)cc2)c(O)c1,5.494850022
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)ncn2)ccc1O,5.494850022
CN(C)c1ccc(/C=C/c2cc3ccc(Cl)cc3o2)cc1,5.493494968
COc1ccc(CNc2cc3c(=O)n4c(nc3cc2C)CCC4)c(O)c1,5.492144128
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2ccccc2o1,5.4867824
O=c1cc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)occ1O,5.4867824
Cc1cc2nc3n(c(=O)c2cc1NC(=O)c1cc2cc(F)ccc2[nH]1)CCC3,5.485452247
Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCCC2)cc1,5.482804102
CN(C)c1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,5.48148606
CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],5.48148606
CCN(CCCCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,5.480172006
COc1cc(/C=C/C(=O)N2CC(C(=O)NCc3ccc(F)cc3)C2)ccc1OCc1ccccc1,5.474955193
COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1,5.468521083
OB1Oc2ccc3ccc(O)cc3c2C=C1c1ccc(O)c(O)c1,5.468521083
CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)c(O)c3)ncn2)cc1O,5.468521083
Cc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,5.463441557
COc1ccccc1CN(C)CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2OC)cc1O,5.462180905
O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OC(F)(F)F)cc23)cc1,5.455931956
CN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,5.449771647
CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,5.448550002
Cc1cccc(CNc2nc(N)nc3ccccc23)c1,5.443697499
COc1cc(/C=C/C(=O)N2CC(C(=O)NCc3ccco3)C2)ccc1OCc1ccccc1,5.442492798
CN(C)c1ccc(/C=C/c2cc3ccc(O)cc3o2)cc1,5.441291429
COc1ccccc1CN(C)CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2OC)cc1O,5.440093375
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3c(c2)OCO3)ccc1O,5.431798276
Oc1ccc(-c2cccc(-c3ccc(O)c(O)c3)c2)cc1O,5.431798276
CN(C)c1cc(/C=C/c2cc(/C=C/c3ccc(O)c(N(C)C)c3)ncn2)ccc1O,5.431798276
CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2N(C)C)cc1O)Cc1ccccc1N(C)C,5.43062609
CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,5.4225082
CC(C)Nc1nc(NCCc2ccccc2)c2ccccc2n1,5.420216403
CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,5.413412695
Fc1ccc(C2C=C(c3cccc4ccccc34)Nc3nncn32)cc1,5.412289035
Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,5.408935393
COc1ccc(CNc2ccc3nc4n(c(=O)c3c2)CCC4)c(O)c1,5.407823243
CCN(CC)CCCOc1ccc(/C=C/c2cc(=O)c(O)co2)cc1,5.403402904
CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@H]1[C@](C)(CNC(=O)/C=C/c3ccc(O)c(O)c3)CCC[C@]21C,5.402304814
CN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,5.400116928
CCCSC(=O)/C=C/c1ccc(O)c(O)c1,5.399027104
CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1,5.397940009
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5.397940009
COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1,5.397940009
O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,5.387216143
O=c1cc(/C=C/c2ccc(OCCCN3CCOCC3)cc2)occ1O,5.385102784
CCN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2)cc1O)Cc1ccccc1,5.37675071
COc1cccc(CNc2ccc3nc4n(c(=O)c3c2)CCC4)c1O,5.37675071
O=C(/C=C/c1ccc(O)c(O)c1)NCCCNC(=O)/C=C/c1ccc(O)c(O)c1,5.37675071
COc1cccc(CNc2cc3c(=O)n4c(nc3cc2C)CCC4)c1O,5.370590401
COc1cc(-c2cc(-c3c(O)cccc3O)[nH]n2)ccc1O,5.366531544
CCCNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,5.366531544
CC(C)Nc1nc(NCc2ccccc2)c2ccccc2n1,5.356547324
CCCNc1nc(NCCc2ccccc2)c2ccccc2n1,5.356547324
C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,5.353596274
CN1CCN(c2c3c(nc4ccc([N+](=O)[O-])cc24)CCCC3)CC1,5.347366932
CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1,5.346787486
CN(C)CCCOc1ccc(/C=C/c2cc(=O)c(O)co2)cc1,5.345823458
c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,5.337242168
COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1OC,5.337242168
OB1Oc2ccc3cc(O)ccc3c2C=C1c1ccc(O)c(O)c1,5.337242168
Cc1ccc(-n2cc(C(=O)Nc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)nn2)cc1C,5.337242168
O=c1c2cc(NCc3ccccc3O)ccc2nc2n1CCC2,5.328827157
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,5.327902142
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,5.327902142
C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,5.321481621
COc1ccc(CNC(=O)C2CN(C(=O)/C=C/c3ccc(OCc4ccccc4)c(OC)c3)C2)cc1,5.320572103
O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,5.318758763
O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,5.318758763
Nc1nc(NCc2ccccc2)c2ccccc2n1,5.318758763
CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,5.316052869
OB1Oc2ccc3ccc(O)cc3c2C=C1c1cc(O)cc(O)c1,5.30980392
COc1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1OC,5.30980392
COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1,5.30980392
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,5.30980392
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,5.30980392
CCCNc1nc(NCc2ccccc2)c2ccccc2n1,5.301029996
Clc1nc(NCCc2ccccc2)c2ccccc2n1,5.301029996
COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,5.301029996
CC12CCC(C1)C(C)(C)C2NS(=O)(=O)c1ccc(F)cc1,5.301029996
Cc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,5.301029996
O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.301029996
O=C(/C=C/c1ccc(F)cc1F)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5.296708622
O=c1cc(/C=C/c2nc3ccc(O)cc3s2)occ1O,5.295849483
Cc1cc2nc3n(c(=O)c2cc1NCc1ccccc1O)CCC3,5.293282218
Cc1cc2nc3n(c(=O)c2cc1NC(=O)c1cc2cc(Cl)ccc2[nH]1)CCC3,5.292429824
Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,5.292429824
O=C(CCCc1cc2ccccc2[nH]1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,5.278189385
Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,5.27572413
Cn1cc(O)c(=O)cc1/C=C/c1ccc(OCCCN2CCOCC2)cc1,5.274088368
CCN(CC)CCCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,5.269217724
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc(Cl)nn3)n2)ccc1O,5.26760624
COc1c(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc2c1=O,5.26760624
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(OC)c2O)ccc1O,5.26760624
COc1cc(OCc2ccccc2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,5.26760624
COc1ccc2cc(/C=C/c3ccc(N)cc3)oc2c1,5.2644011
O=C(NCCCCN1CCOc2ccccc2C1)c1cc(O)c(C(=O)NCCCCN2CCOc3ccccc3C2)cc1O,5.262012674
O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,5.259637311
CN1CCN(CCCOc2ccc(/C=C/c3cc(=O)c(O)co3)cc2)CC1,5.256490235
CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1,5.251811973
O=C(CCc1ccccc1Cl)N1CCN(Cc2ccc(O)c3ncccc23)CC1,5.248720896
O=C(CN1CCN(Cc2ccccc2)CC1)Nc1n[nH]c2ncccc12,5.246340353
c1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1,5.244125144
O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,5.244125144
CCOCCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1OC,5.236572006
CNc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(NC)c(C(F)(F)F)c2)cc1C(F)(F)F,5.236572006
COc1ccc(Cn2cc(CNC(=O)[C@@H](C)CC[C@H]3O[C@H]4C[C@H]5[C@@H]6CC[C@@H]7C[C@@H](OCc8ccccc8)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@H]4[C@@H]3C)nn2)cc1,5.233587153
COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCCC3)cc2)c(O)c1,5.229147988
CN(C)c1ccc(/C=C/c2cc(=O)c(O)co2)cc1,5.227678293
CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5.226945307
CN1CCN(CCCOc2ccc(/C=C/c3cc(=O)c(O)cn3C)cc2)CC1,5.220403509
Cc1cc2nc3n(c(=O)c2cc1NCc1ccc(Cl)cc1O)CCC3,5.214670165
COc1ccc2[nH]c(C(=O)Nc3cc4c(=O)n5c(nc4cc3C)CCC5)cc2c1,5.214670165
Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,5.214670165
COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,5.21395879
CN(C)CCCOc1ccc(/C=C/c2cc(=O)c(O)cn2C)cc1,5.209011525
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc([N+](=O)[O-])cc3)n2)ccc1O,5.207608311
O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,5.207608311
Cc1oc(/C=C/c2ccc(OCCCN3CCCCC3)cc2)cc(=O)c1O,5.203425667
O=c1c2cc(NCc3cc(F)ccc3O)ccc2nc2n1CCC2,5.200659451
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3cc(Cl)cc(Cl)c3)n2)ccc1O,5.200659451
Cc1cc2nc3n(c(=O)c2cc1NCc1cc(F)ccc1O)CCC3,5.19859629
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.193820026
O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,5.187086643
CC(F)(F)c1nc(N)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)nc1Cl,5.187086643
COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,5.187086643
CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,5.186419011
CNS(=O)(=O)c1cc(C(=O)N(C)C)c(NCc2ccco2)cc1Cl,5.183096161
c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,5.180456064
CNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,5.180456064
COc1c(O)c(O)c(C(=O)O)c(C)c1C/C=C(\C)CC/C=C(\C)CCC=C(C)C,5.180456064
Cc1ccc2nc3c(c(N4CCCCC4)c2c1)CCCC3,5.174184555
COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,5.167491087
CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,5.167491087
CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,5.162411562
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(-c3ccc(C(C)C)cc3)n2)ccc1O,5.161150909
CCNc1nc(NCc2ccccc2)c2ccccc2n1,5.15490196
