smiles,pIC50
Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,7.180456064
C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F,7.180456064
CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,7.180456064
CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,7.176525771
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.167491087
COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,7.15490196
COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,7.15490196
COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,7.147032309
O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,7.13667714
CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,7.13076828
[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],7.124938737
O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,7.110978578
CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,7.107905397
C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,7.102372909
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,7.096910013
CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,7.096910013
COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,7.091514981
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,7.091514981
COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,7.091514981
CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,7.091514981
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1,7.086186148
CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,7.070581074
[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],7.070581074
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.065501549
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.065501549
O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,7.065501549
C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F,7.055517328
C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F,7.055517328
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.040958608
CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,7.036212173
COc1cc(/C=c2\sc3nc(-c4ccncc4)cn3c2=O)cc(OC)c1O,7.031517051
CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,7.017728767
Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c(F)cn1,7.008773924
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,7.008773924
CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,7.008773924
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,7
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7
COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,7
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O,7
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7
CNc1ccc(-c2nc3ccc(F)nc3o2)cn1,6.991399828
CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,6.982966661
Cc1nc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,6.978810701
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.958607315
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.958607315
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.958607315
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,6.928117993
O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,6.920818754
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.920818754
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.920818754
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.920818754
COc1cc(/C=c2\sc3nc(-c4cccc(C(F)(F)F)c4)cn3c2=O)cc(Cl)c1O,6.910094889
CNc1ccc(-c2nc3ccc(O)cc3s2)c(F)n1,6.906578315
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.886056648
Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,6.886056648
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O,6.886056648
CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,6.863279433
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,6.860120914
O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,6.853871964
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.853871964
COC(=O)COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1OC,6.853871964
C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,6.853871964
CCOC(=O)C(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.853871964
Oc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,6.801342913
CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,6.795880017
COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1,6.795880017
CN(C)c1ccc(/C=C/c2cc3cc(I)ccc3o2)cc1,6.769551079
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C(=O)C(C)C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.769551079
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.769551079
COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1,6.754487332
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,6.744727495
C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F,6.744727495
O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,6.744727495
O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,6.744727495
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,6.744727495
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)CCCC1,6.744727495
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,6.744727495
[3H]N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],6.739928612
CNc1ccc(-c2nc3ccc(OC)cc3o2)cn1,6.732828272
O=C(NC1CCN(Cc2ccccc2)CC1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,6.721246399
CN(C)c1ccc(/C=C/c2cc3cc(Cl)ccc3o2)cc1,6.698970004
[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(OC)cc3o2)cn1)C([3H])([3H])[3H],6.690369833
O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)CC(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.677780705
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.677780705
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.677780705
CC1=N[C@@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,6.665546249
CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,6.657577319
O=C1OCC[C@]12CCC[C@@]1(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]21,6.642065153
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.602059991
C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,6.602059991
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC(=O)N6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.602059991
C[C@@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,6.580044252
CNc1ncc(-c2nc3ccc(O)cc3s2)cn1,6.573488739
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCOC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.568636236
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.568636236
Oc1nc(NCc2ccccc2)c2ccccc2n1,6.568636236
O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,6.552841969
C[C@@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,6.54668166
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,6.522878745
COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)c2)cc1N,6.522878745
N#CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.522878745
C[C@]1(c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,6.508638306
COC(=O)CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.508638306
CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,6.508638306
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OCC(=O)O)c(OC)c2)ccc1O,6.508638306
CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.494850022
COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1,6.443697499
O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,6.443697499
CCOC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.420216403
COCC[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,6.420216403
Oc1ccc2nc(-c3ccc(NCCCF)nc3)oc2c1,6.403402904
C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,6.401209493
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6(C)COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,6.397940009
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)ccc1O,6.37675071
C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,6.375717904
COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.356547324
C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,6.356547324
CN1CCN(C(=O)OC[C@H]2CC[C@@H](c3ccccc3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,6.346787486
CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,6.346787486
CN(C)c1ccc(/C=C/c2cc3cc(Br)ccc3o2)cc1,6.327902142
COc1cc(OCc2ccccn2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,6.327902142
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,6.322393047
C[C@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,6.318758763
COCOCCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.301029996
CN(C)C(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.301029996
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],6.301029996
CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC,6.301029996
CNc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(NC)c3)n2)ccc1O,6.301029996
COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,6.283996656
COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.283996656
COc1ccc2cc(/C=C/c3ccc(N(C)C)c(OC)c3)oc2c1,6.27572413
CN1CCCC1CCNC(=O)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,6.27572413
O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,6.26760624
COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)c1,6.26760624
COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(/C=C(\C#N)C(N)=O)s4)cc2n3C(C)(C)C)cc1,6.259637311
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,6.259637311
COC(=O)CCC(C(=O)/C=C/c1ccc([O-])c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc([O-])c(OC(F)(F)F)c1.[Na+].[Na+],6.251811973
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3ccccc3c2)ccc1O,6.229147988
COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,6.22184875
C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,6.22184875
COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,6.22184875
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,6.22184875
CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC,6.22184875
CN1CCCC1CCNC(=O)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,6.22184875
COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)c(OC)c1,6.214670165
Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,6.207608311
COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccco1,6.187086643
O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,6.187086643
CC(C)(C)OC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.187086643
COc1cc(/C=C/c2nc3cc(Cl)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,6.180456064
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1C21N=C(C)C(N)=N1,6.168770306
O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,6.167491087
COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,6.15490196
O=S(=O)(Nc1ccc(N2CCCCC2)cc1)c1cc(Cl)sc1Cl,6.15490196
CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,6.15490196
O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.15490196
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccco2)ccc1O,6.119186408
O=[N+]([O-])c1ccc2nc3c(c(Nc4[nH]nc5ncccc45)c2c1)CCCC3,6.109578981
CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,6.107905397
c1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1,6.102372909
COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,6.096910013
COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C,6.096910013
COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,6.096910013
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,6.096910013
COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,6.096910013
CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,6.096910013
CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-],6.096910013
COc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,6.091514981
COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,6.086186148
CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,6.075720714
CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,6.055517328
O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,6.055517328
CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,6.045757491
COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,6.045757491
CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,6.045757491
O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-],6.045757491
O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,6.045757491
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O,6.036212173
COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,6.031517051
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,6.006123085
O=C(Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1)c1ccc(C(F)(F)F)cc1,6
O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,6
NC(=O)Nc1nc(NCCc2ccccc2)c2ccccc2n1,6
Oc1ccc(-c2ccc(O)c(O)c2)cc1O,6
COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,6
CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,5.987162775
CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)n2)ccc1OC,5.958607315
O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(Br)cc23)cc1,5.958607315
O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNc3c4c(nc5ccccc35)CCCC4)cccc21,5.958607315
COc1cc(O)cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c1,5.958607315
CSc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,5.958607315
COc1ccc(CNc2nc(N)nc3ccccc23)cc1,5.958607315
COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,5.958607315
COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,5.958607315
COc1cc(/C=C/c2cc(Cl)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,5.958607315
COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C,5.958607315
C[C@]1(C(F)(F)F)OC[C@@](C)(c2cccc(NC(=O)c3ccc(Br)cn3)c2)N=C1N,5.935542011
